@id,@lat,@lon,name,ele,wikidata,wikipedia
21634385,47.6935146,12.9866190,Berchtesgadener Hochthron,1972,Q317811,de:Berchtesgadener Hochthron
21634651,47.5756849,13.0203822,Jenner,1874,Q315611,de:Jenner (Berg)
26862546,47.6531721,11.4655437,Benediktenwand,1800,Q456783,de:Benediktenwand
26862641,47.6330700,11.6793681,Buchstein,1701,Q31557989,
26863047,47.3973362,11.2223256,Große Arnspitze,2196,Q1548141,de:Große Arnspitze
26863128,47.6125791,11.2806617,Heimgarten,1791,Q315930,de:Heimgarten (Berg)
26863152,47.7331803,12.6966651,Hinterer Rauschberg,1671,,
26863171,47.7505749,12.5157850,Hochgern,1748,Q1515760,de:Hochgern
26863176,47.5693262,12.8658126,Hochkalter,2608,Q883041,
26863307,47.7559873,12.3682524,Kampenwand-Ostgipfel,1664,,
26863335,47.6863663,12.8927162,Karkopf,1739,Q584978,
26863431,47.5068832,11.0472646,Kramerspitz,1985,Q885415,
26863440,47.5443752,11.1914281,Krottenkopf,2086,Q565442,
26864394,47.6988381,12.8267449,Rabensteinhorn Nordgipfel,1318,,
26864452,47.6368812,11.8035474,Risserkogel,1826,Q315932,de:Risserkogel
26864487,47.6502104,11.9344203,Rotwand,1884,Q458097,
26864552,47.6010850,11.8611348,Österreichischer Schinder,1808,Q165212,de:Schinder (Berg)
26864777,47.5857802,11.4677249,Staffel,1532,Q1507853,de:Staffel (Berg)
26865134,47.7034761,12.0120518,Wendelstein,1838,Q819671,de:Wendelstein (Berg)
26865140,47.6811906,12.1382447,Wildbarren,1448,Q2570414,
27236490,48.0692044,11.5768294,Perlacher Mugl,587,Q30602681,de:Perlacher Mugl
27257372,47.7126605,12.2943687,Schachenberg,1076,Q31523854,
27384190,47.4212150,10.9862970,Zugspitze,2962,Q3375,de:Zugspitze
48783387,47.7471510,12.2487348,Hochries,1569,Q1533425,de:Hochries
48783390,47.7260968,12.1843387,Heuberg,1338,Q1616384,de:Heuberg (Chiemgauer Alpen)
48783748,47.7005164,12.1835401,Kranzhorn,1368,Q1439810,de:Kranzhorn
48783878,47.7084725,12.1068813,Großer Riesenkopf,1337,Q1548935,de:Großer Riesenkopf
49898914,47.7344547,12.2310292,Feichteck,1514,Q30274699,
57802156,47.8009644,11.0132328,Hoher Peißenberg,988,Q896781,de:Hoher Peißenberg
60054360,47.6317889,12.9340820,Götschenkopf,,Q30670793,
61080195,47.4513588,11.2286303,Hoher Kranzberg,1391,Q177064,
67233894,47.4815666,11.3571077,Soiernspitze,2253,Q316066,de:Soiernspitze
71530342,47.6134565,11.3084925,Herzogstand,1731,Q315270,de:Herzogstand
96874625,47.6607583,11.6961076,Hirschberg,1670,Q1620367,de:Hirschberg (Kreuth)
97173084,47.6641902,11.5247915,Brauneck,1555,Q180647,de:Brauneck
158712415,48.1698523,11.5516289,Olympiaberg,564,,
173883540,47.5943452,12.9654528,Grünstein,1304,Q1552351,de:Grünstein (Watzmann)
173898902,47.6581505,13.0178961,Kneifelspitze,1189,Q1263150,
191018794,47.6655995,11.7053909,Kratzer,1545,,
253348578,47.7666080,12.1768349,Dandlberg,910,Q31549886,
254887423,47.5400783,12.9931194,Warteck,1741,,
256041673,47.4004814,11.1239474,Leutascher Dreitorspitze,2682,Q585796,de:Dreitorspitze
256041839,47.4300189,11.2988580,Westliche Karwendelspitze,2385,Q316308,de:Westliche Karwendelspitze
256042768,47.4095968,10.9699595,Schneefernerkopf,2874,Q679080,de:Schneefernerkopf
259406948,47.4386941,11.0497130,Osterfelderkopf,2060,Q18560512,
259486622,47.4294968,11.0478118,Alpspitze,2628,Q252743,
260686432,47.6658847,11.7967506,Wallberg,1722,Q321002,de:Wallberg
260686440,47.6401852,11.8027794,Blankenstein,1768,Q316937,de:Plankenstein (Berg)
260692620,47.6512206,11.7846084,Setzberg,1706,Q15059993,
260744946,47.5387254,11.1565250,Niederer Fricken,1682,Q31529524,
260813828,47.6578441,11.9414061,Hochmiesing,1883,Q15056698,
260815496,47.6480977,11.9472618,Ruchenköpfe,1805,Q317794,
260826433,47.6735110,11.9060494,Jägerkamp,1746,Q1714867,de:Jägerkamp
260826436,47.6731724,11.9236950,Aiplspitz,1759,Q316319,de:Aiplspitz
260858296,47.6437639,11.9452834,Auerspitz,1811,Q759286,
260869935,47.6643610,11.9977464,Seebergkopf,1538,Q2264591,
260978152,47.7013233,12.0354302,Wildalpjoch,1720,Q1293138,
260979669,47.7210941,11.9877728,Breitenstein,1622,Q879983,de:Breitenstein (Bayerische Voralpen)
260982269,47.6888917,13.0777636,Kleiner Barmstein,840,,
261020752,47.7235737,11.4884518,Zwiesel,1348,Q14850767,de:Zwiesel (Kocheler Berge)
263534391,47.6636283,11.9209823,Raukopf,1691,Q19721169,
263833045,48.2141800,11.6304476,Fröttmaninger Berg,562,Q634016,
264035398,47.6152680,12.0543473,Trainsjoch,1707,Q15132489,de:Trainsjoch
264037688,47.6465626,12.0376336,Großer Traithen,1852,Q320745,de:Großer Traithen
264037689,47.6548955,12.0358478,Kleiner Traithen,1722,Q31534231,
264055806,47.6796515,11.6190828,Geierstein,1491,Q1498712,de:Geierstein
264055809,47.6611778,11.6598621,Auerkamp,1607,Q367455,de:Kampen (Berg)
264055810,47.6589270,11.6545785,Spitzkamp,1604,Q367455,de:Kampen (Berg)
264056090,47.6661218,11.6660249,Ochsenkamp,1594,Q367455,de:Kampen (Berg)
264056175,47.6521541,11.6431635,Seekarkreuz,1601,Q2265064,de:Seekarkreuz
264778079,47.6274844,11.4063247,Hirschhörnlkopf,1515,Q1620459,de:Hirschhörnlkopf
265789014,48.2937347,11.9166667,Fuchsberg,481,,
266572730,47.7022260,11.8111754,Baumgartenschneid,1448,Q811560,de:Baumgartenschneid
266993268,47.6584811,11.9211109,Taubenstein,1693,Q15060298,de:Taubenstein
267433562,47.6971732,12.3380388,Breitenstein,1661,Q15108006,de:Breitenstein (Chiemgauer Alpen)
267792056,47.6010996,11.2414732,Hirschberg,1660,Q1620373,de:Hirschberg (Ohlstadt)
267792214,47.6145286,11.2439569,Buchrain,1456,Q90926649,de:Buchrain (Ohlstadt)
268765217,47.5142384,11.0120559,Hirschbichel,1935,Q15056679,
268949226,47.5665209,11.2537283,Simetsberg,1840,Q315741,de:Simetsberg (Estergebirge)
268949227,47.5611009,11.2079696,Hohe Kisten,1922,Q316328,
268964586,47.6089880,11.6041684,Hochalm,1427,,
268972719,47.5901574,11.7672996,Blaubergkopf,1787,Q21876511,de:Blaubergkopf
268974059,47.5948094,11.7249900,Schildenstein,1613,Q745196,de:Schildenstein
269134696,47.6565948,11.4990327,Latschenkopf,1712,Q1399069,de:Latschenkopf (Benediktenwand)
269413201,47.7109518,12.2469305,Spitzstein,1598,Q185459,de:Spitzstein
270500553,47.6619857,11.5198072,Schrödelstein,1548,Q31558390,
270581309,47.6089787,11.3082424,Martinskopf,1676,Q31531054,
272246466,47.5064790,11.0339192,Predigtstuhl,1818,,
276909078,47.6616396,12.0349335,Vogelsang,1563,Q31558406,
277653817,47.4971951,10.9864051,Rauhenstein,1728,Q31556252,
277654091,47.5014276,11.0032743,Hoher Ziegspitz,1864,Q880231,
277654098,47.5063280,11.0107416,Vorderer Ziegspitz,1815,,
277654113,47.4948188,10.9822215,Rauheck,1636,Q31804521,
277715389,47.5534409,11.0550673,Notkarspitze,1888,Q880033,
277715525,47.5337684,11.0327994,Großer Zunderkopf,1895,Q31556431,
277715988,47.5382040,11.0530903,Brünstelkreuz,1734,,
277716081,47.5450126,11.0038840,Kieneckspitz,1943,,
277716083,47.5386034,11.0461771,Brünstelskopf,1814,Q31550848,
277716175,47.5505640,11.0097753,Mittageck,1855,,
277716192,47.5408874,10.9987127,Kienjoch,1953,Q1741028,
277716329,47.5302443,11.0290377,Vorderer Felderkopf,1928,Q2533726,
277716447,47.5567233,11.0843703,Ochsensitz,1515,Q31528883,
277716609,47.5303439,11.0068641,Windstierlkopf,1824,,
277716823,47.5390947,11.0001696,Geißsprüngkopf,1934,Q31556464,
277716886,47.5308189,11.0173316,Feldernkopf,1818,,
277722457,47.5217533,10.9595715,Frieder,2053,,
277722495,47.5171414,10.9588323,Friederspitz,2049,Q315901,
277722728,47.5088366,10.9598599,Scharfeck,1926,Q31523614,
277727204,47.5004127,10.9118076,Hoher Brand,1764,Q21877933,
277727364,47.5092999,10.9163331,Schellschlicht,2052,Q2233117,
277727578,47.5054845,10.9093329,Brandjoch,1957,Q31551648,
277729379,47.4972828,10.8877980,Schellkopf,1832,Q31523233,
279480848,48.7620861,11.4183095,Scherbelberg,382,,
280328857,47.5414219,10.9425313,Kuchelbergspitze,2020,,
280329639,47.5349169,10.9254312,Kuchelbergkopf,2026,Q31532992,de:Kuchelbergkopf
280846855,47.5797003,10.8902956,Feigenkopf,1866,Q129849458,de:Feigenkopf
280847754,47.5806072,10.9093563,Große Klammspitz,1924,Q31557102,
281499400,47.7222953,11.6247509,Rechelkopf,1330,Q2135213,de:Rechelkopf
283733455,47.7211575,11.9828363,Breitenstein Westgipfel,1575,Q31551984,
284141671,47.4940798,11.3298011,Schöttelkarspitze,2050,Q139309,de:Schöttelkarspitze
286687475,47.4142547,11.1175579,Frauenalpl,2202,,
286790301,47.4310847,11.0603371,Bernadeinkopf,2144,Q822140,
289759260,47.7041890,11.7923115,Riederstein,1207,Q30335869,de:Riederstein
290506923,47.5873731,10.9863449,Teufelstättkopf,1758,Q2407307,
291994253,47.6915825,12.8837574,Hochschlegel,1688,Q19285644,
292352453,47.6764385,11.8710533,Brecherspitz,1685,Q904144,
292392028,47.7433528,12.0355847,Farrenpoint,1273,Q1397113,de:Farrenpoint
293247920,47.4279802,11.2930554,Nördliche Linderspitze,2372,Q15849891,de:Linderspitzen
294642490,47.6100053,11.7721582,Zwieselberg,1341,Q31513812,
294642494,47.6077942,11.7735290,Weissenbachkopf,1352,,
294649757,47.5884175,11.7496419,Wichtlplatte,1765,,
295068783,47.6370434,11.7160997,Leonhardstein,1452,Q1819346,de:Leonhardstein
296034076,47.5868607,11.0595271,Kofel,1342,Q1641755,de:Kofel
297347875,47.6186277,12.8369017,Edelweißlahnerkopf,1953,Q1283468,
299100625,47.5780147,11.5586588,Jägerbergl,988,,
300692479,47.5846809,11.1156751,Ettaler Manndl,1633,Q1371732,de:Ettaler Manndl
301642754,47.6326069,11.6763040,Roßstein,1698,Q31524990,
301714435,47.9292164,11.0831535,Schatzberg,677,,
303388142,47.5607091,11.5740509,Schürpfeneck,1623,,
304061350,47.8081355,12.8999496,Högl,827,Q1643517,
304238134,47.7549634,12.8487577,Hochstaufen,1771,Q571702,de:Hochstaufen
304317008,47.6473418,12.0971096,Brünnstein,1619,Q882165,de:Brünnstein
304353179,47.5087122,11.1430301,Wank,1780,Q833896,
304477192,47.6402678,11.0620958,Mittleres Hörnle,1496,Q31530484,
304477193,47.6388178,11.0745117,Hinteres Hörnle,1548,Q1651825,
304477194,47.6354907,11.0749801,Stierkopf,1533,Q31558037,
305653551,47.8274704,11.7494514,Taubenberg,896,Q2396498,de:Taubenberg
307562003,47.5584230,12.9237899,Hocheck,2651,Q31354005,
309316120,47.6990563,12.0231674,Lacherspitz,1724,Q31532672,
309985323,47.6426762,11.8724862,Stolzenberg,1609,Q13466177,
310118303,47.6436274,11.0607161,Vorderes Hörnle,1484,,
311136775,48.1074220,11.1040562,Schöneberg,,,
311143265,47.7275858,12.1849961,Wasserwand,1363,,
311986503,47.7446177,12.0626694,Sulzberg,1119,Q2365083,de:Sulzberg (Mangfallgebirge)
313973935,48.1005434,11.0912709,Gollenberg,613,,
315090174,48.1138393,11.0731757,Steingassenberg,,,
323621225,47.6822111,12.6958024,Sonntagshorn,1961,Q454128,de:Sonntagshorn
323842894,47.3963394,11.0397076,Kleiner Wanner,2548,Q21868517,
323882896,47.5866422,13.0699972,Großer Archenkopf,2391,Q21871266,
323896644,47.4175695,10.9723451,Zugspitzeck,2815,Q86980310,de:Zugspitzeck
331312920,48.2045138,11.6453693,Hypoberg,517,Q93217664,de:Hypoberg
332441941,47.6595256,11.7032747,Hirschberg Vorgipfel,1653,Q1620367,de:Hirschberg (Kreuth)
339225056,47.6083200,11.8541997,Rothkogel,1687,Q31804519,
339225140,47.6143204,11.8517879,Pfaffenkopf,1620,Q53889521,
344347709,47.5841989,11.0163060,Sonnenberg,1622,Q86751135,en:Sonnenspitze
344362676,47.6138730,11.0973495,Großer Aufacker,1542,Q759483,
345378250,47.6135471,11.2630079,Rauheck,1590,Q31526834,
348139963,47.4269594,11.1910129,Obere Wettersteinspitze,2297,Q2566053,de:Wettersteinspitzen
357274338,47.7009765,11.7977397,Rohrkopf,1316,,
357496429,47.4446780,11.0484218,Schwarzenkopf,1818,Q31555827,
364134323,47.5543889,12.9220342,Watzmann-Mittelspitze,2713,Q31306014,
373135471,47.8225979,10.9175860,Berlachberg,798,,
373264767,47.8355515,10.9221127,Schwalbenstein,774,,
373373404,47.8303146,10.8976709,Galgenbichl,733,,
378696014,47.5697375,13.0314742,Königsberg,1656,,
378696078,47.5760619,13.0404116,Pfaffenkegel,1837,,
380918178,47.6530243,11.2831276,Hirschberg,940,Q31540503,
380925755,47.6538337,11.2930840,Bromberg,852,,
380936357,47.6471916,11.2724851,Hohentanne,950,,
380969481,47.4377328,11.3212433,Tiefkarspitze,2430,Q21863490,de:Tiefkarspitze
380989890,47.4056113,11.2872676,Brunnsteinspitze,2180,Q2169131,
381013586,47.4306813,11.2205967,Grünkopf,1587,Q31543329,
384846582,47.6310368,11.2849208,Rötelstein,1395,Q15059629,
384913884,47.7530482,11.9644133,Schwarzenberg,1187,Q27342216,
385076928,47.6678064,11.2721486,Jasberg,,,
387467327,47.5127249,12.8849252,Großer Hundstod,2593,Q565025,de:Großer Hundstod
387482195,47.6132271,12.8298043,Schottmalhorn,2045,Q828128,
387790427,47.7650248,10.9441418,Straußberg,820,,
389027775,47.7275967,11.9916826,Eibelkopf,1317,Q31558962,
389080562,47.6024309,11.0237552,Steckenbergkreuz,1228,,
389123765,47.5550260,11.1275343,Kirchbichl,,,
389806116,47.7273048,11.4602762,Enzenauer Kopf,1205,Q31548008,
389806117,47.7224724,11.4674014,Angerlkopf,1249,Q31558935,
389806118,47.7246598,11.4816115,Stallauer Kopf,1322,Q31519722,
389806119,47.7337525,11.4786369,Stallauer Eck,1213,Q15848876,de:Stallauer Eck
399492387,47.6561236,11.6528113,Brandkopf,1569,Q31551561,
401538790,47.5441336,11.0905038,Schafkopf,1380,Q31523659,
401677244,47.6953903,11.6023771,Keilkopf,1125,Q16832392,
401706780,47.7295347,11.6209060,Sulzkopf,1279,Q16857355,de:Sulzkopf
401861393,47.7050076,12.0213573,Soinwand,1756,Q2297964,
402664587,47.8056554,12.7682071,Teisenberg,1333,Q1445024,
402675243,47.7510894,12.4050010,Hochplatte,1586,Q1072432,de:Hochplatte (Chiemgauer Alpen)
402677586,47.7610822,12.4056697,Friedenrath,1432,Q31546708,
402678200,47.7697998,12.4102288,Großstaffen,1297,Q31543545,
402739186,47.7509878,12.5579537,Weissgrabenkopf,1578,Q31284935,
407796645,47.7813088,12.6773788,Zinnkopf,1227,Q205091,
408910541,47.7010424,12.0392719,Kaserwand,1690,Q1734938,
409492956,47.7471418,12.7572855,Falkenstein Südgipfel,1181,,
413585849,47.7110389,11.9876722,Schweinsberg,1514,Q31804517,
413685640,47.6503674,11.4120213,Rabenkopf,1555,Q2124967,de:Rabenkopf (Bayerische Voralpen)
413925035,47.6749593,12.0419523,Waldkopf,1251,,
413925036,47.6657799,12.0435646,Sudelfeldkopf,1424,Q31558474,
414025327,47.5916875,11.1518695,Sillerberg,818,Q31520741,
414025338,47.5816578,11.1598674,Höhenberg,968,Q31539263,
414607685,47.7277050,11.5133539,Heigelkopf,1218,Q869872,de:Heigelkopf
414607694,47.7333461,11.4921002,Blomberg Westgipfel,1248,Q244660,de:Blomberg (Bayerische Voralpen)
415842730,47.5498556,11.4912363,Grammersberg,1476,Q31544937,
415842731,47.5381739,11.4693159,Stuhlbachjoch,1737,,
415842732,47.5369062,11.4715616,Grasköpfl,1753,Q20999869,
416928845,48.8257138,11.0978406,Galgenberg,445,,
416933996,47.8047881,10.8823360,Schlittenberg,735,,
418778317,47.5863533,10.9603882,Hennenkopf,1768,Q31541365,
419636761,47.7310324,12.1808792,Kindlwand,1229,,
419804805,47.6552244,11.6185482,Grasleitenstein,1268,Q30667662,
419804807,47.6539391,11.6297289,Grasleitenkopf,1433,Q31544861,
420154753,47.7397207,12.2401937,Karkopf,1496,Q31536147,
424026576,47.7388285,12.2667650,Klausenberg,1554,Q1745964,
427550768,48.5051242,11.9424926,Salzberg,471,,
429230836,47.7013150,12.0298647,Seewandköpfl,1664,Q31567202,
429230838,47.6971678,12.0250536,Bärenstein,1651,,
429230839,47.6958303,12.0246106,Tagweidkopf,1633,Q116426092,
429259298,47.5238658,11.1485315,Ochsenberg,1694,Q31529062,
429344665,48.5233406,11.9073832,Ameisenberg,485,,
440346596,47.5897362,11.7347352,Predigtstuhl,1562,Q130365161,de:Predigtstuhl (Blauberge)
440940577,47.7190337,11.6744000,Kogelkopf,1324,Q19843401,de:Kogelkopf
440940579,47.7146342,11.6647047,Luckenkopf,1370,Q22692887,de:Luckenkopf
440940585,47.7155768,11.6496965,Gronetseck,1278,Q26271340,de:Gronetseck
440952232,47.6988794,11.7045932,Zwergelberg,1113,,
441306317,47.6750969,11.7083359,Luchseck,1278,Q31531495,
441306326,47.6750132,11.7197258,Kotlahnerkopf,1344,,
441306329,47.6726706,11.7280922,Reitköpfl,1166,,
441306332,47.6829037,11.7330155,Ringspitz,1293,Q26882765,de:Ringspitz
441372958,47.6743680,11.6940066,Windberg,1188,,
441372961,47.6684777,11.6886388,Bettstein,1272,Q115537393,de:Bettstein (Tegernseer Berge)
441388018,47.6556833,11.6700624,Zwieseleck,1461,,
441391243,47.6459467,11.6681975,Schwarzeck,1382,,
442148678,47.5842349,11.6783223,Reitstein,1516,Q2142214,de:Reitstein
442148679,47.5938461,11.6763883,Stacheleck,1458,Q31519809,
442345031,47.6180237,11.6332571,Breitenkopf,1347,Q31551357,
442360582,47.6056914,11.6568589,Bodigberg,1140,Q31551934,
442561694,47.6097832,11.7067279,Klammberg,1247,Q31535014,
442701181,47.5981162,11.6298155,Guggenauer Köpfl,1127,,
442708066,47.5845080,11.5857435,Achselköpfl,855,,
442708067,47.5896411,11.6174957,Achselkopf,1190,Q25393105,
442710824,47.6010855,11.6109935,Brunstlahnerkopf,1321,Q31550815,
442710825,47.6047848,11.6005233,Gerstenrieder Kopf,1421,Q31545414,
442710826,47.6013397,11.5956652,Geißkopf,1352,Q31545762,
443883206,47.6556941,11.8618557,Roßkopf,1579,Q2171355,de:Roßkopf (Mangfallgebirge)
444733019,47.6768732,12.8927240,Törlkopf,1704,Q1643854,
444733020,47.6887078,12.8898972,Schreck,1725,,
444733022,47.6902202,12.9050899,Keilkopf,1602,,
444733023,47.6901827,12.9113270,Mottkopf,1554,,
444733024,47.6928450,12.9144705,Hinterer Rotofen,1460,,
444733025,47.6943153,12.9189747,Mittlerer Rotofen,1396,Q11825933,de:Rotofen
444733026,47.6937076,12.9224324,Vorderer Rotofen,1368,,
444735614,47.7061402,12.3175358,Mühlhornwand,1658,Q31558786,
445077391,47.8815426,10.8734498,Stoßberg,745,,
445077392,47.8481966,10.8421694,Pfarrbühel,826,,
446758934,47.5831408,11.0975734,Schartenkopf,1636,,
448824397,47.6457112,12.0546930,Steilnerjoch,1747,Q31519343,
449238477,47.6597349,11.5015440,Vorderer Kirchstein,1670,Q31516270,
449389006,47.5488775,11.1852668,Oberer Rißkopf,2049,Q21996583,de:Oberer Rißkopf
449491364,47.5404528,11.1757851,Bischof,2033,Q866104,
449560297,47.6311275,12.9233171,Toter Mann,1392,Q1742289,
452941377,47.5858442,11.1021690,Laber,1682,Q1799411,
454601148,47.6150365,11.2995496,Schlehdorfer Kreuz,1640,,
463541003,47.5828116,10.9237842,Brunnenkopf,1719,Q17310616,
465281118,47.8295206,11.9188910,Irschenberg,756,Q31559239,
469612933,47.7597540,12.2695032,Riesenberg,1450,Q31526071,
473011240,47.7232228,12.3431991,Weitlahnerkopf,1615,Q31558947,
473507869,47.7715997,11.9763754,Hocheck,903,Q31559271,
473665202,47.7454644,12.5598032,Gröhrkopf,1562,Q31354483,
473769249,47.8477559,10.8131089,Fahrenberg,830,,
474459694,48.0805964,11.0099398,Kreuzberg,655,,
475537031,47.5480306,12.9169564,Watzmann-Südspitze,2712,Q31354390,
476276692,47.6476700,13.0861900,Zinkenkopf,1336,Q204741,
476459617,47.5295856,12.9164520,Hirschwiese,2114,Q31354018,
477445303,47.7985814,10.9162070,Kalvarienberg,820,,
477445305,47.8045068,10.9154551,Schloßberg,816,,
480468115,47.7938499,10.9812265,Winterleiten,800,,
481694453,47.4952577,12.9578072,Feldkogel,1872,Q31354353,
481694454,47.4898784,12.9672187,Stuhljoch,2446,Q31302513,de:Funtenseetauern#Stuhljoch
482340807,47.4871935,11.3093904,Lausberg,1855,,
482340809,47.4918153,11.3176634,Seinskopf,1961,Q31521058,
482340921,47.4894420,11.3110956,Signalkopf,1895,,
482895417,47.8269621,10.9430155,Roter Berg,794,,
483466569,47.8466934,10.9685433,Hoher Bühel,745,,
483593893,47.8286707,11.0370591,Merauthberg,745,,
493469304,47.5295245,11.5192539,Kotzen,1771,Q873382,
496454912,47.4448563,11.4214330,Östliche Karwendelspitze,2537,Q306927,de:Östliche Karwendelspitze
504593577,47.4979250,12.9203181,Großer Hirsch,1993,,
504792548,47.4974871,12.9466795,Glunkerer,1930,Q31354154,
504796020,47.5106761,12.9115931,Großer Schneiber,2330,Q18289350,
506889874,47.4829148,12.9965197,Hocheck,2230,,
506889891,47.4969696,13.0377259,Wildpalfen,2236,,
506992377,47.6691727,12.9765125,Großer Rauher Kopf,1604,Q15117019,
506997961,47.5942492,13.0160668,Hinterer Brandkopf,1156,,
506997962,47.5985790,13.0129459,Vorderer Brandkopf,1068,,
507017743,47.5394086,13.0102716,Gotzentauern,1858,Q30670071,
507017748,47.5488385,13.0309162,Fagstein,2164,Q21032716,
507017751,47.5569375,13.0329717,Rothspielscheibe,1940,,
507017753,47.5604888,13.0266032,Farrenleiten,1716,,
507037980,47.5345871,13.0237221,Lafeldkopf,2074,,
507070467,47.5117799,12.9449418,Simetsberg,1883,Q31317415,
507083764,47.5163295,12.9109261,Gjaidkopf,2268,Q30683386,
507083769,47.5200228,12.9069035,Graskopf,2094,Q31354141,
507094246,47.5596884,12.8549340,Steintalhörnl,2468,,
507094248,47.5513535,12.8528061,Hinterbergkopf,2247,,
507105613,47.5822000,12.8746816,Schärtenspitze,2153,,de:Hochkalter#Schärtenspitze
507105618,47.5588894,12.9424556,Kleiner Watzmann,2307,Q31339405,
507108005,47.5605048,12.9561134,Mooslahnerkopf,1815,Q31304888,
507110962,47.5887352,12.9562504,Schapbachriedel,1329,Q31804518,
507116898,47.5436716,12.9036638,Griesspitze,2257,Q31354130,
507448708,47.5308097,12.9341041,Hachelkopf,2066,,
507594558,47.4764177,13.0185196,Laubwand,2312,Q1680817,de:Laubwand
507594612,47.4920424,13.0177829,Lehlingkopf,1767,,
508474971,47.4462043,11.0232944,Großer Waxenstein,2276,Q256209,
508474978,47.4466790,11.0301167,Kleiner Waxenstein,2136,,
508474984,47.4439368,11.0174743,Hinterer Waxenstein,2268,,
508489594,47.4388036,11.0057910,Nördliche Riffelspitze,2242,Q31555745,
508489606,47.4372180,11.0037847,Südliche Riffelspitze,2262,,
508489623,47.4282738,10.9924798,Große Riffelwandspitze,2625,Q31555666,
508489627,47.4293162,10.9967230,Kleine Riffelwandspitze,2543,Q31555682,
508489631,47.4350764,10.9983071,Riffeltorkopf,2230,Q2152634,de:Riffeltorkopf
508503689,47.4206907,11.0198273,Mittlere Höllentalspitze,2740,,
508503691,47.4184937,11.0105717,Innere Höllentalspitze,2741,Q265375,
508503692,47.4108271,11.0167920,Brunntalkopf,2260,Q31550882,
508503693,47.4209398,11.0278930,Äußere Höllentalspitze,2715,,
508503694,47.4217228,11.0346960,Vollkarspitze,2630,Q885103,
508509265,47.4219531,11.0545854,Blassenspitze,2420,,
508530564,47.3964573,10.9926825,Östliche Plattspitze,2680,Q830583,de:Plattspitzen
509292145,47.4885095,12.9749907,Hochscheibe,2460,Q31354346,
509292149,47.4933161,12.9752088,Ebenhorn,2371,Q30791818,
509338375,47.5344548,13.0002995,Wassererbergl,,,
510121135,47.5988564,12.7917253,Wagendrischelhorn,2251,Q829328,
510121157,47.6023921,12.7970507,Unterer Plattelkopf,2106,Q21864853,
510121159,47.6054624,12.8028361,Oberer Plattelkopf,2098,Q93701942,
510121160,47.6102587,12.8074181,Reiter Steinberg,2060,,
510121162,47.6120942,12.8245353,Hohes Gerstfeld,2031,,
510122408,47.4716921,13.0037510,Rosentalhörnl,2110,Q31353035,
510122409,47.4832578,13.0117079,Neuhütter,,,
510815115,47.7153576,12.0189667,Haidwand,1584,,
515678322,47.4744617,11.3647559,Hirzeneck,1803,,
515678324,47.4831655,11.3362025,Feldernkopf,2071,Q31547165,
519462878,47.7090270,12.8882982,Dötzenkopf,1001,Q1271535,
519688895,47.5313452,11.1531653,Hoher Fricken,1940,Q315767,
521724724,47.7329541,12.6839381,Rauschberg,1645,Q2133484,de:Rauschberg
522603012,47.5646376,10.8763871,Hasentalkopf,1797,Q31556742,
522603014,47.5851125,10.9440361,Dreisäuler Kopf,1629,Q31549130,
522603016,47.5867478,10.9793405,Laubeneck,1758,Q31557266,
522603018,47.5857524,10.9848614,Latschenkopf,1740,Q31557250,
527256605,47.4317079,11.2989286,Südlicher Karwendelkopf,,,
527256607,47.4327649,11.2993778,Mittlerer Karwendelkopf,,,
527256609,47.4360859,11.2969227,Nördlicher Karwendelkopf,,,
527273299,47.4307842,11.3035822,Westliches Kirchl,2241,Q111286543,de:Kirchl (Karwendel)
527273302,47.4369645,11.3011712,Kreuzwand,2130,Q31555715,
527273304,47.4379450,11.2936810,Viererspitze,2054,Q15061381,
527273309,47.4302026,11.3075093,Mittleres Kirchl,2211,Q111286543,de:Kirchl (Karwendel)
527273311,47.4303184,11.3097695,Östliches Kirchl,2225,,
527343335,47.4304267,11.3113814,Westliche Larchetfleckspitze,2303,,
527343336,47.4307958,11.3134407,Östliche Larchetfleckspitze,2362,,
527352547,47.4585741,11.3322270,Steinkarkopf,1981,Q31514418,
527352554,47.4611140,11.3161783,Zunderweidkopf,1810,,
527354044,47.4546686,11.3494004,Kampenleitenspitze,1921,,
527354047,47.4619274,11.3508542,Kammleitenkopf,1704,,
527360269,47.4468728,11.3903390,Bäralplkopf,2323,Q21927860,
527360285,47.4538379,11.4110925,Westliche Steinkarspitze,,Q21873241,de:Steinkarspitze (Karwendel)
527360288,47.4546499,11.4131303,Östliche Steinkarspitze,2015,Q21873241,de:Steinkarspitze (Karwendel)
527873884,47.5020423,11.3351982,Schöttelkopf,1907,Q31521836,
527873898,47.5102300,11.3402585,Ochsenstaffel,1871,Q31528867,
529449076,47.7352959,10.7357434,Auerberg,1055,Q759244,
550349351,47.7312260,12.8072904,Kienberg,,Q31804531,
559721286,47.7147100,12.8563700,Bürgermeisterhöhe,770,,
564770358,47.7293144,12.6401193,Unternberg,1450,Q2498131,de:Unternberg (Berg)
566205392,47.5465114,11.2285764,Wallgauer Eck,1769,Q31515905,
566688056,47.7112937,12.0752602,Mutterköpfel,,,
568503689,47.7466410,12.7420541,Inzeller Kienbergl (Kreuzspitz),1135,,
582519959,47.5339474,11.2916170,Fahrenberg,1074,Q31547668,
592647156,47.6507526,11.6924223,Silbereck,1305,,
595382690,47.6367471,11.7647514,Riedlerspitz,1429,Q54802002,de:Riedlerspitz
